EventID,Season,DayNum,WTeamID,LTeamID,WPoints,LPoints,ElapsedSeconds,EventTeamID,EventPlayerID,EventType,GameID,OT,TimeRemain,EventTeam,OtherTeam,PossTeam,COP
30099878,2019,1,1104,1380,0,0,429,1104,653565,sub_out,2019111041380,0,1971,1104,1380,1104.0,0
30099873,2019,1,1104,1380,0,0,429,1104,653557,sub_in,2019111041380,0,1971,1104,1380,1380.0,0
30099874,2019,1,1104,1380,0,0,429,1104,653559,sub_in,2019111041380,0,1971,1104,1380,1380.0,0
30099875,2019,1,1104,1380,0,0,429,1104,653562,foul_pers,2019111041380,0,1971,1104,1380,1380.0,0
30099876,2019,1,1104,1380,0,0,429,1104,653562,sub_out,2019111041380,0,1971,1104,1380,1380.0,1
30099879,2019,1,1104,1380,0,0,447,1380,657441,reb_off,2019111041380,0,1953,1380,1104,1380.0,0
30099880,2019,1,1104,1380,0,0,447,1380,657442,miss3_jump,2019111041380,0,1953,1380,1104,1380.0,0
30099881,2019,1,1104,1380,0,0,456,1104,653559,reb_def,2019111041380,0,1944,1104,1380,1380.0,1
30099882,2019,1,1104,1380,0,0,456,1380,657447,miss2_jump,2019111041380,0,1944,1380,1104,1380.0,0
30099883,2019,1,1104,1380,0,0,458,1380,657432,sub_out,2019111041380,0,1942,1380,1104,1380.0,0
30099884,2019,1,1104,1380,0,0,458,1380,657447,foul_pers,2019111041380,0,1942,1380,1104,1380.0,0
30099885,2019,1,1104,1380,0,0,458,1380,657447,sub_in,2019111041380,0,1942,1380,1104,1380.0,0
30099886,2019,1,1104,1380,0,0,484,1104,653557,assist,2019111041380,0,1916,1104,1380,1104.0,0
30099887,2019,1,1104,1380,17,11,484,1104,653569,made2_jump,2019111041380,0,1916,1104,1380,1104.0,1
30099888,2019,1,1104,1380,17,14,498,1380,657437,made3_jump,2019111041380,0,1902,1380,1104,1380.0,1
30099889,2019,1,1104,1380,0,0,528,1104,653559,reb_off,2019111041380,0,1872,1104,1380,1104.0,0
30099890,2019,1,1104,1380,0,0,528,1104,653569,miss3_jump,2019111041380,0,1872,1104,1380,1104.0,1
30099891,2019,1,1104,1380,0,0,532,1104,653568,timeout_tv,2019111041380,0,1868,1104,1380,1104.0,0
30099892,2019,1,1104,1380,0,0,532,1380,657433,sub_in,2019111041380,0,1868,1380,1104,1104.0,1
30099893,2019,1,1104,1380,0,0,532,1380,657441,foul_pers,2019111041380,0,1868,1380,1104,1104.0,0
30099894,2019,1,1104,1380,0,0,532,1380,657441,sub_out,2019111041380,0,1868,1380,1104,1104.0,1
30099895,2019,1,1104,1380,0,0,539,1104,653556,miss2_jump,2019111041380,0,1861,1104,1380,1104.0,0
30099896,2019,1,1104,1380,0,0,539,1380,657437,block,2019111041380,0,1861,1380,1104,1104.0,0
30099897,2019,1,1104,1380,0,0,541,1380,657437,reb_def,2019111041380,0,1859,1380,1104,1104.0,1
30099898,2019,1,1104,1380,0,0,544,1380,657437,assist,2019111041380,0,1856,1380,1104,1380.0,0
30099899,2019,1,1104,1380,17,16,544,1380,657447,made2_dunk,2019111041380,0,1856,1380,1104,1380.0,1
30099900,2019,1,1104,1380,0,0,563,1104,653569,assist,2019111041380,0,1837,1104,1380,1104.0,0
30099901,2019,1,1104,1380,20,16,563,1104,653556,made3_jump,2019111041380,0,1837,1104,1380,1104.0,1
30099902,2019,1,1104,1380,0,0,594,1104,653569,reb_def,2019111041380,0,1806,1104,1380,1380.0,1
30099903,2019,1,1104,1380,0,0,594,1380,657437,miss2_lay,2019111041380,0,1806,1380,1104,1380.0,0
30099904,2019,1,1104,1380,0,0,599,1104,653557,miss3_jump,2019111041380,0,1801,1104,1380,1104.0,0
30099905,2019,1,1104,1380,0,0,599,1380,657438,reb_def,2019111041380,0,1801,1380,1104,1104.0,1
30099906,2019,1,1104,1380,0,0,607,1104,653556,reb_def,2019111041380,0,1793,1104,1380,1380.0,1
30099907,2019,1,1104,1380,0,0,607,1104,653557,foul_pers,2019111041380,0,1793,1104,1380,1380.0,0
30099908,2019,1,1104,1380,0,0,607,1104,653559,sub_out,2019111041380,0,1793,1104,1380,1380.0,0
30099909,2019,1,1104,1380,0,0,607,1104,653561,sub_in,2019111041380,0,1793,1104,1380,1380.0,0
30099910,2019,1,1104,1380,0,0,607,1104,653563,sub_in,2019111041380,0,1793,1104,1380,1380.0,0
30099911,2019,1,1104,1380,0,0,607,1104,653564,sub_out,2019111041380,0,1793,1104,1380,1380.0,0
30099912,2019,1,1104,1380,0,0,607,1380,657437,miss1_free,2019111041380,0,1793,1380,1104,1380.0,0
30099913,2019,1,1104,1380,0,0,607,1380,657437,miss1_free,2019111041380,0,1793,1380,1104,1380.0,0
30099914,2019,1,1104,1380,0,0,607,1380,657437,miss1_free,2019111041380,0,1793,1380,1104,1380.0,0
30099915,2019,1,1104,1380,0,0,607,1380,657448,reb_dead,2019111041380,0,1793,1380,1104,1380.0,0
30099916,2019,1,1104,1380,0,0,607,1380,657448,reb_dead,2019111041380,0,1793,1380,1104,1380.0,0
30099917,2019,1,1104,1380,0,0,629,1104,653569,turnover,2019111041380,0,1771,1104,1380,1104.0,1
30099918,2019,1,1104,1380,0,0,629,1380,657437,sub_out,2019111041380,0,1771,1380,1104,1104.0,0
30099919,2019,1,1104,1380,0,0,629,1380,657446,sub_in,2019111041380,0,1771,1380,1104,1104.0,0
30099920,2019,1,1104,1380,0,0,650,1380,657446,assist,2019111041380,0,1750,1380,1104,1380.0,1
30099921,2019,1,1104,1380,20,18,650,1380,657447,made2_jump,2019111041380,0,1750,1380,1104,1380.0,0
30099922,2019,1,1104,1380,0,0,673,1104,653561,miss1_free,2019111041380,0,1727,1104,1380,1104.0,0
30099923,2019,1,1104,1380,0,0,673,1380,657432,reb_def,2019111041380,0,1727,1380,1104,1104.0,1
30099924,2019,1,1104,1380,0,0,673,1380,657432,sub_in,2019111041380,0,1727,1380,1104,1104.0,0
30099925,2019,1,1104,1380,0,0,673,1380,657433,foul_pers,2019111041380,0,1727,1380,1104,1104.0,0
30099926,2019,1,1104,1380,0,0,673,1380,657442,sub_out,2019111041380,0,1727,1380,1104,1104.0,0
30099927,2019,1,1104,1380,21,18,673,1104,653561,made1_free,2019111041380,0,1727,1104,1380,1104.0,0
30099928,2019,1,1104,1380,0,0,680,1380,657432,turnover,2019111041380,0,1720,1380,1104,1380.0,1
30099929,2019,1,1104,1380,0,0,681,1104,653563,steal,2019111041380,0,1719,1104,1380,1380.0,0
30099930,2019,1,1104,1380,0,0,686,1104,653569,assist,2019111041380,0,1714,1104,1380,1104.0,1
30099931,2019,1,1104,1380,23,18,686,1104,653561,made2_lay,2019111041380,0,1714,1104,1380,1104.0,0
30099932,2019,1,1104,1380,0,0,698,1104,653563,reb_def,2019111041380,0,1702,1104,1380,1380.0,1
30099933,2019,1,1104,1380,0,0,698,1380,657447,miss3_jump,2019111041380,0,1702,1380,1104,1380.0,0
30099935,2019,1,1104,1380,0,0,703,1104,653561,miss1_free,2019111041380,0,1697,1104,1380,1104.0,0
30099936,2019,1,1104,1380,0,0,703,1104,653562,sub_in,2019111041380,0,1697,1104,1380,1104.0,0
30099937,2019,1,1104,1380,0,0,703,1104,653565,sub_in,2019111041380,0,1697,1104,1380,1104.0,0
30099938,2019,1,1104,1380,0,0,703,1104,653569,sub_out,2019111041380,0,1697,1104,1380,1104.0,0
30099939,2019,1,1104,1380,0,0,703,1380,657433,sub_out,2019111041380,0,1697,1380,1104,1104.0,0
30099940,2019,1,1104,1380,0,0,703,1380,657434,reb_def,2019111041380,0,1697,1380,1104,1104.0,1
30099941,2019,1,1104,1380,0,0,703,1380,657434,sub_in,2019111041380,0,1697,1380,1104,1104.0,0
30099942,2019,1,1104,1380,0,0,703,1380,657437,sub_in,2019111041380,0,1697,1380,1104,1104.0,0
30099943,2019,1,1104,1380,0,0,703,1380,657447,foul_pers,2019111041380,0,1697,1380,1104,1104.0,1
30099944,2019,1,1104,1380,0,0,703,1380,657447,sub_out,2019111041380,0,1697,1380,1104,1104.0,0
30099945,2019,1,1104,1380,24,18,703,1104,653561,made1_free,2019111041380,0,1697,1104,1380,1104.0,1
30099934,2019,1,1104,1380,0,0,703,1104,653556,sub_out,2019111041380,0,1697,1104,1380,1380.0,1
30099946,2019,1,1104,1380,0,0,717,1104,653557,foul_pers,2019111041380,0,1683,1104,1380,1104.0,0
30099947,2019,1,1104,1380,0,0,717,1104,653557,sub_out,2019111041380,0,1683,1104,1380,1104.0,1
30099948,2019,1,1104,1380,0,0,717,1104,653564,sub_in,2019111041380,0,1683,1104,1380,1104.0,0
30099949,2019,1,1104,1380,0,0,728,1104,653563,block,2019111041380,0,1672,1104,1380,1380.0,0
30099950,2019,1,1104,1380,0,0,728,1380,657437,miss3_jump,2019111041380,0,1672,1380,1104,1380.0,0
30099955,2019,1,1104,1380,25,18,730,1104,653565,made1_free,2019111041380,0,1670,1104,1380,1104.0,0
30099956,2019,1,1104,1380,26,18,730,1104,653563,made1_free,2019111041380,0,1670,1104,1380,1104.0,0
30099957,2019,1,1104,1380,27,18,730,1104,653563,made1_free,2019111041380,0,1670,1104,1380,1104.0,0
30099951,2019,1,1104,1380,0,0,730,1104,653563,reb_def,2019111041380,0,1670,1104,1380,1380.0,1
30099952,2019,1,1104,1380,0,0,730,1104,653568,timeout_tv,2019111041380,0,1670,1104,1380,1380.0,1
30099953,2019,1,1104,1380,0,0,730,1380,657438,foul_pers,2019111041380,0,1670,1380,1104,1380.0,0
30099954,2019,1,1104,1380,0,0,730,1380,657448,foul_pers,2019111041380,0,1670,1380,1104,1380.0,0
30099958,2019,1,1104,1380,0,0,740,1380,657434,foul_pers,2019111041380,0,1660,1380,1104,1104.0,0
30099959,2019,1,1104,1380,0,0,740,1380,657434,turnover,2019111041380,0,1660,1380,1104,1380.0,0
30099963,2019,1,1104,1380,28,18,754,1104,653563,made1_free,2019111041380,0,1646,1104,1380,1104.0,1
30099964,2019,1,1104,1380,29,18,754,1104,653563,made1_free,2019111041380,0,1646,1104,1380,1104.0,1
30099960,2019,1,1104,1380,0,0,754,1380,657434,sub_out,2019111041380,0,1646,1380,1104,1380.0,0
30099961,2019,1,1104,1380,0,0,754,1380,657437,foul_pers,2019111041380,0,1646,1380,1104,1380.0,1
30099962,2019,1,1104,1380,0,0,754,1380,657442,sub_in,2019111041380,0,1646,1380,1104,1380.0,0
30099965,2019,1,1104,1380,0,0,772,1104,653561,reb_def,2019111041380,0,1628,1104,1380,1380.0,1
30099966,2019,1,1104,1380,0,0,772,1104,653563,foul_pers,2019111041380,0,1628,1104,1380,1380.0,1
30099967,2019,1,1104,1380,0,0,772,1380,657442,miss1_free,2019111041380,0,1628,1380,1104,1380.0,0
30099968,2019,1,1104,1380,0,0,772,1380,657442,miss1_free,2019111041380,0,1628,1380,1104,1380.0,1
30099969,2019,1,1104,1380,0,0,772,1380,657442,sub_out,2019111041380,0,1628,1380,1104,1380.0,0
30099970,2019,1,1104,1380,0,0,772,1380,657448,reb_dead,2019111041380,0,1628,1380,1104,1380.0,1
30099971,2019,1,1104,1380,0,0,772,1380,657450,sub_in,2019111041380,0,1628,1380,1104,1380.0,0
30099975,2019,1,1104,1380,0,0,781,1104,653562,turnover,2019111041380,0,1619,1104,1380,1104.0,0
30099976,2019,1,1104,1380,0,0,781,1104,653563,sub_out,2019111041380,0,1619,1104,1380,1104.0,0
30099977,2019,1,1104,1380,0,0,781,1104,653569,sub_in,2019111041380,0,1619,1104,1380,1104.0,1
30099978,2019,1,1104,1380,0,0,781,1380,657442,sub_in,2019111041380,0,1619,1380,1104,1104.0,0
30099979,2019,1,1104,1380,0,0,781,1380,657446,sub_out,2019111041380,0,1619,1380,1104,1104.0,1
30099972,2019,1,1104,1380,0,0,781,1104,653556,sub_in,2019111041380,0,1619,1104,1380,1380.0,1
30099973,2019,1,1104,1380,0,0,781,1104,653562,foul_pers,2019111041380,0,1619,1104,1380,1380.0,0
30099974,2019,1,1104,1380,0,0,781,1104,653562,sub_out,2019111041380,0,1619,1104,1380,1380.0,1
30099980,2019,1,1104,1380,0,0,813,1104,653559,sub_in,2019111041380,0,1587,1104,1380,1104.0,0
30099981,2019,1,1104,1380,0,0,813,1104,653561,foul_pers,2019111041380,0,1587,1104,1380,1104.0,1
30099982,2019,1,1104,1380,0,0,813,1104,653561,sub_out,2019111041380,0,1587,1104,1380,1104.0,0
30099983,2019,1,1104,1380,29,19,813,1380,657432,made1_free,2019111041380,0,1587,1380,1104,1380.0,1
30099984,2019,1,1104,1380,29,20,813,1380,657432,made1_free,2019111041380,0,1587,1380,1104,1380.0,0
30099985,2019,1,1104,1380,32,20,829,1104,653564,made3_jump,2019111041380,0,1571,1104,1380,1104.0,0
30099986,2019,1,1104,1380,0,0,846,1104,653559,foul_pers,2019111041380,0,1554,1104,1380,1104.0,0
30099987,2019,1,1104,1380,32,21,846,1380,657432,made1_free,2019111041380,0,1554,1380,1104,1380.0,0
30099988,2019,1,1104,1380,32,22,846,1380,657432,made1_free,2019111041380,0,1554,1380,1104,1380.0,0
30099989,2019,1,1104,1380,0,0,862,1104,653559,turnover,2019111041380,0,1538,1104,1380,1104.0,0
30099990,2019,1,1104,1380,0,0,888,1380,657438,foul_pers,2019111041380,0,1512,1380,1104,1104.0,0
30099991,2019,1,1104,1380,0,0,888,1380,657438,sub_out,2019111041380,0,1512,1380,1104,1104.0,0
30099992,2019,1,1104,1380,0,0,888,1380,657438,turnover,2019111041380,0,1512,1380,1104,1380.0,0
30099993,2019,1,1104,1380,0,0,888,1380,657444,sub_in,2019111041380,0,1512,1380,1104,1380.0,0
30099994,2019,1,1104,1380,0,0,898,1104,653564,miss3_jump,2019111041380,0,1502,1104,1380,1104.0,1
30099995,2019,1,1104,1380,0,0,898,1380,657437,reb_def,2019111041380,0,1502,1380,1104,1104.0,1
30099996,2019,1,1104,1380,0,0,901,1104,653559,foul_pers,2019111041380,0,1499,1104,1380,1104.0,0
30099997,2019,1,1104,1380,0,0,901,1104,653559,sub_out,2019111041380,0,1499,1104,1380,1104.0,0
30099998,2019,1,1104,1380,0,0,901,1104,653561,sub_in,2019111041380,0,1499,1104,1380,1104.0,0
30099999,2019,1,1104,1380,32,23,901,1380,657437,made1_free,2019111041380,0,1499,1380,1104,1380.0,1
30100000,2019,1,1104,1380,32,24,901,1380,657437,made1_free,2019111041380,0,1499,1380,1104,1380.0,0
30100006,2019,1,1104,1380,33,24,914,1104,653561,made1_free,2019111041380,0,1486,1104,1380,1104.0,1
30100007,2019,1,1104,1380,34,24,914,1104,653561,made1_free,2019111041380,0,1486,1104,1380,1104.0,1
30100001,2019,1,1104,1380,0,0,914,1104,653557,sub_in,2019111041380,0,1486,1104,1380,1380.0,1
30100002,2019,1,1104,1380,0,0,914,1104,653565,sub_out,2019111041380,0,1486,1104,1380,1380.0,0
30100003,2019,1,1104,1380,0,0,914,1380,657433,sub_in,2019111041380,0,1486,1380,1104,1380.0,1
30100004,2019,1,1104,1380,0,0,914,1380,657437,foul_pers,2019111041380,0,1486,1380,1104,1380.0,1
30100005,2019,1,1104,1380,0,0,914,1380,657437,sub_out,2019111041380,0,1486,1380,1104,1380.0,0
30100008,2019,1,1104,1380,0,0,932,1104,653569,block,2019111041380,0,1468,1104,1380,1380.0,0
30100009,2019,1,1104,1380,0,0,932,1380,657444,miss2_jump,2019111041380,0,1468,1380,1104,1380.0,1
30100010,2019,1,1104,1380,0,0,932,1380,657448,reb_off,2019111041380,0,1468,1380,1104,1380.0,0
30100011,2019,1,1104,1380,0,0,945,1380,657433,miss2_jump,2019111041380,0,1455,1380,1104,1380.0,0
30100012,2019,1,1104,1380,0,0,945,1380,657444,reb_off,2019111041380,0,1455,1380,1104,1380.0,0
30100013,2019,1,1104,1380,0,0,950,1104,653561,reb_def,2019111041380,0,1450,1104,1380,1380.0,1
30100014,2019,1,1104,1380,0,0,950,1380,657432,miss3_jump,2019111041380,0,1450,1380,1104,1380.0,0
30100015,2019,1,1104,1380,0,0,966,1104,653556,assist,2019111041380,0,1434,1104,1380,1104.0,0
30100016,2019,1,1104,1380,36,24,966,1104,653561,made2_jump,2019111041380,0,1434,1104,1380,1104.0,0
30100017,2019,1,1104,1380,0,0,981,1380,657433,miss3_jump,2019111041380,0,1419,1380,1104,1380.0,0
30100018,2019,1,1104,1380,0,0,981,1380,657448,reb_off,2019111041380,0,1419,1380,1104,1380.0,0
30100019,2019,1,1104,1380,0,0,986,1380,657448,timeout_tv,2019111041380,0,1414,1380,1104,1380.0,0
30100020,2019,1,1104,1380,0,0,1006,1104,653557,reb_def,2019111041380,0,1394,1104,1380,1380.0,1
30100021,2019,1,1104,1380,0,0,1006,1380,657450,miss3_jump,2019111041380,0,1394,1380,1104,1380.0,1
30100022,2019,1,1104,1380,0,0,1011,1104,653557,miss1_free,2019111041380,0,1389,1104,1380,1104.0,0
30100023,2019,1,1104,1380,0,0,1011,1380,657432,foul_pers,2019111041380,0,1389,1380,1104,1104.0,1
30100024,2019,1,1104,1380,0,0,1011,1380,657444,reb_def,2019111041380,0,1389,1380,1104,1104.0,1
30100025,2019,1,1104,1380,0,0,1011,1380,657447,sub_in,2019111041380,0,1389,1380,1104,1104.0,1
30100026,2019,1,1104,1380,0,0,1011,1380,657450,sub_out,2019111041380,0,1389,1380,1104,1104.0,0
30100027,2019,1,1104,1380,37,24,1011,1104,653557,made1_free,2019111041380,0,1389,1104,1380,1104.0,1
30100028,2019,1,1104,1380,0,0,1026,1380,657432,turnover,2019111041380,0,1374,1380,1104,1380.0,0
30100030,2019,1,1104,1380,0,0,1041,1104,653569,turnover,2019111041380,0,1359,1104,1380,1104.0,1
30100029,2019,1,1104,1380,0,0,1041,1104,653569,foul_pers,2019111041380,0,1359,1104,1380,1380.0,0
30100031,2019,1,1104,1380,0,0,1060,1104,653561,block,2019111041380,0,1340,1104,1380,1380.0,1
30100032,2019,1,1104,1380,0,0,1060,1380,657447,miss2_jump,2019111041380,0,1340,1380,1104,1380.0,0
30100033,2019,1,1104,1380,0,0,1061,1104,653557,reb_def,2019111041380,0,1339,1104,1380,1380.0,1
30100034,2019,1,1104,1380,0,0,1077,1104,653569,miss3_jump,2019111041380,0,1323,1104,1380,1104.0,0
30100035,2019,1,1104,1380,0,0,1077,1380,657447,reb_def,2019111041380,0,1323,1380,1104,1104.0,1
30100036,2019,1,1104,1380,0,0,1094,1104,653564,block,2019111041380,0,1306,1104,1380,1380.0,1
30100037,2019,1,1104,1380,0,0,1094,1380,657433,miss3_jump,2019111041380,0,1306,1380,1104,1380.0,0
30100038,2019,1,1104,1380,0,0,1096,1104,653557,reb_def,2019111041380,0,1304,1104,1380,1380.0,1
30100039,2019,1,1104,1380,0,0,1104,1104,653561,assist,2019111041380,0,1296,1104,1380,1104.0,1
30100040,2019,1,1104,1380,40,24,1104,1104,653564,made3_jump,2019111041380,0,1296,1104,1380,1104.0,0
30100041,2019,1,1104,1380,0,0,1106,1380,657448,timeout,2019111041380,0,1294,1380,1104,1104.0,1
30100042,2019,1,1104,1380,0,0,1122,1104,653561,reb_def,2019111041380,0,1278,1104,1380,1380.0,1
30100043,2019,1,1104,1380,0,0,1122,1380,657444,miss2_jump,2019111041380,0,1278,1380,1104,1380.0,0
30100044,2019,1,1104,1380,42,24,1134,1104,653556,made2_lay,2019111041380,0,1266,1104,1380,1104.0,1
30100045,2019,1,1104,1380,0,0,1145,1104,653559,sub_in,2019111041380,0,1255,1104,1380,1104.0,0
30100046,2019,1,1104,1380,0,0,1145,1104,653561,foul_pers,2019111041380,0,1255,1104,1380,1104.0,0
30100047,2019,1,1104,1380,0,0,1145,1104,653561,sub_out,2019111041380,0,1255,1104,1380,1104.0,1
30100048,2019,1,1104,1380,0,0,1145,1380,657432,miss1_free,2019111041380,0,1255,1380,1104,1380.0,0
30100049,2019,1,1104,1380,0,0,1145,1380,657446,sub_in,2019111041380,0,1255,1380,1104,1380.0,0
30100050,2019,1,1104,1380,0,0,1145,1380,657447,sub_out,2019111041380,0,1255,1380,1104,1380.0,1
30100051,2019,1,1104,1380,0,0,1145,1380,657448,reb_dead,2019111041380,0,1255,1380,1104,1380.0,0
30100052,2019,1,1104,1380,42,25,1145,1380,657432,made1_free,2019111041380,0,1255,1380,1104,1380.0,1
